SAT-Plan,SCOTS
path?,time,iters,segments
True,0.4484398365020752,27,27
True,0.4216029644012451,27,27
True,0.4380066394805908,27,27
True,0.42719316482543945,27,27
True,0.43745923042297363,27,27
True,0.42012596130371094,27,27
True,0.4392969608306885,27,27
True,0.4402182102203369,27,27
True,0.44398021697998047,27,27
True,0.4256470203399658,27,27
True,0.4448421001434326,27,27
True,0.44213080406188965,27,27
True,0.43505406379699707,27,27
True,0.44020986557006836,27,27
True,0.4275789260864258,27,27
True,0.44446301460266113,27,27
True,0.42873692512512207,27,27
True,0.4487588405609131,27,27
True,0.44455885887145996,27,27
True,0.4278678894042969,27,27
True,0.4487171173095703,27,27
True,0.44588184356689453,27,27
True,0.4501798152923584,27,27
True,0.4263641834259033,27,27
True,0.45342016220092773,27,27
True,0.4315047264099121,27,27
True,0.45801711082458496,27,27
True,0.4252328872680664,27,27
True,0.45708584785461426,27,27
True,0.430499792098999,27,27
True,0.4575068950653076,27,27
True,0.47821688652038574,27,27
True,0.4311408996582031,27,27
True,0.4546933174133301,27,27
True,0.4591033458709717,27,27
True,0.43964123725891113,27,27
True,0.4631648063659668,27,27
True,0.43285393714904785,27,27
True,0.45429205894470215,27,27
True,0.4781360626220703,27,27
True,0.43526506423950195,27,27
True,0.46303391456604004,27,27
True,0.43874406814575195,27,27
True,0.46155309677124023,27,27
True,0.46146392822265625,27,27
True,0.4404001235961914,27,27
True,0.46595287322998047,27,27
True,0.43370795249938965,27,27
True,0.4653933048248291,27,27
True,0.43241095542907715,27,27
True,0.4708690643310547,27,27
True,0.46715879440307617,27,27
True,0.46471714973449707,27,27
True,0.4728541374206543,27,27
True,0.4417991638183594,27,27
True,0.47783470153808594,27,27
True,0.43790531158447266,27,27
True,0.4731881618499756,27,27
True,0.44797277450561523,27,27
True,0.44821906089782715,27,27
True,0.4613149166107178,27,27
True,0.4562828540802002,27,27
True,0.4526998996734619,27,27
True,0.45514392852783203,27,27
True,0.454240083694458,27,27
True,0.45781898498535156,27,27
True,0.458118200302124,27,27
True,0.4560720920562744,27,27
True,0.4500861167907715,27,27
True,0.45583009719848633,27,27
True,0.45366716384887695,27,27
True,0.45935988426208496,27,27
True,0.4582087993621826,27,27
True,0.4599943161010742,27,27
True,0.4579169750213623,27,27
True,0.45121002197265625,27,27
True,0.4553039073944092,27,27
True,0.45505475997924805,27,27
True,0.4535360336303711,27,27
True,0.4610750675201416,27,27
True,0.4540889263153076,27,27
True,0.46028685569763184,27,27
True,0.4742469787597656,27,27
True,0.4589729309082031,27,27
True,0.453916072845459,27,27
True,0.45145487785339355,27,27
True,0.4601128101348877,27,27
True,0.4571497440338135,27,27
True,0.4582352638244629,27,27
True,0.45940113067626953,27,27
True,0.4550619125366211,27,27
True,0.45343899726867676,27,27
True,0.4585249423980713,27,27
True,0.4561929702758789,27,27
True,0.45879030227661133,27,27
True,0.46469998359680176,27,27
True,0.4600069522857666,27,27
True,0.4807119369506836,27,27
True,0.47386598587036133,27,27
True,0.47184085845947266,27,27
